#{"t_start": 1605291836.632368, "env_id": null}
r,l,t
-2,3,706.624362
-2,3,706.628902
-1,2,706.630798
0,1,706.631734
-1,2,706.633482
-2,3,706.636244
-3,4,706.640001
0,1,706.641214
-3,4,706.646563
-1,2,706.648332
-1,2,706.650052
-2,3,706.652934
0,1,706.653859
-1,2,706.655865
-1,2,706.657952
-1,2,706.661664
-1,2,706.663529
-1,2,706.665325
-2,3,706.668019
0,1,706.668927
-2,3,706.671457
0,1,706.672679
-2,3,706.676329
-1,2,706.678711
-1,2,706.680481
-1,2,706.682172
-2,3,706.685018
-1,2,706.686713
-1,2,706.688467
0,1,706.689752
-1,2,706.692712
-2,3,706.696125
-1,2,706.69786
-1,2,706.699817
-1,2,706.701524
-1,2,706.70321
-1,2,706.704896
-1,2,706.707521
-1,2,706.71084
-1,2,706.713072
0,1,706.713988
0,1,706.714875
0,1,706.716148
-3,4,706.719519
0,1,706.720415
0,1,706.721305
-4,5,706.727401
-1,2,706.729484
-1,2,706.731283
-3,4,706.734813
-1,2,706.736522
-1,2,706.738229
-2,3,706.742059
-1,2,706.745057
-2,3,706.748369
-1,2,706.750161
-2,3,706.752687
-1,2,706.754395
-1,2,706.756616
-1,2,706.759236
-1,2,706.761869
0,1,706.762912
-1,2,706.764888
0,1,706.765831
-2,3,706.76841
-1,2,706.770149
-1,2,706.772272
-1,2,706.774246
-1,2,706.777076
0,1,706.778359
-1,2,706.780315
-1,2,706.782101
-2,3,706.784635
-1,2,706.786433
-1,2,706.788634
-1,2,706.790508
0,1,706.791741
0,1,706.7934
-1,2,706.795995
-1,2,706.797744
-1,2,706.799441
-1,2,706.801136
0,1,706.802088
-1,2,706.803963
0,1,706.804875
-1,2,706.80712
-2,3,706.810777
-2,3,706.814024
-1,2,706.815779
-1,2,706.817505
0,1,706.818406
-4,5,706.823101
-1,2,706.82563
-1,2,706.828358
-1,2,706.83022
-1,2,706.831913
0,1,706.832869
-1,2,706.834574
-1,2,706.836379
-2,3,706.839182
-1,2,706.841272
-1,2,706.844724
-2,3,706.847596
-1,2,706.849367
-2,3,706.852047
-1,2,706.853912
-1,2,706.856039
-1,2,706.857998
-3,4,706.863745
-1,2,706.865698
-1,2,706.867504
-2,3,706.870224
-1,2,706.872207
-2,3,706.876047
0,1,706.877658
-1,2,706.879653
-1,2,706.881351
-1,2,706.8831
-1,2,706.885056
-1,2,706.886788
0,1,706.887694
-1,2,706.889808
-1,2,706.892877
-1,2,706.895676
-1,2,706.897561
-1,2,706.899332
-1,2,706.901301
-2,3,706.903893
-2,3,706.906732
0,1,706.907991
-1,2,706.911271
0,1,706.912331
-1,2,706.914105
-2,3,706.916699
-1,2,706.918397
0,1,706.919282
-1,2,706.920971
-1,2,706.923045
-1,2,706.926181
0,1,706.927767
-2,3,706.930611
-1,2,706.932608
-2,3,706.935143
-1,2,706.936885
-2,3,706.939842
-1,2,706.942808
-1,2,706.945231
-2,3,706.947964
0,1,706.949039
0,1,706.949954
-1,2,706.951649
0,1,706.952532
-2,3,706.955028
-1,2,706.957975
-1,2,706.961821
-1,2,706.963804
-2,3,706.966731
-2,3,706.969387
-1,2,706.971173
-1,2,706.973455
-1,2,706.976174
-1,2,706.978672
-1,2,706.980745
-2,3,706.983388
-1,2,706.985218
-1,2,706.98699
0,1,706.987914
0,1,706.989365
-1,2,706.991656
-1,2,706.994669
0,1,706.995783
-1,2,706.997869
-1,2,706.99963
-3,4,707.003089
-1,2,707.00557
-1,2,707.007547
-2,3,707.011717
-1,2,707.013942
-1,2,707.015784
-1,2,707.017548
0,1,707.018471
-2,3,707.021178
-1,2,707.023318
-2,3,707.027386
-2,3,707.030685
-1,2,707.032492
-2,3,707.035129
-2,3,707.037838
-1,2,707.040094
-1,2,707.043019
-1,2,707.045657
0,1,707.046656
0,1,707.04758
0,1,707.048502
0,1,707.049422
0,1,707.050343
-1,2,707.052168
-1,2,707.05411
-1,2,707.056242
-1,2,707.058804
0,1,707.060966
-2,3,707.0643
-1,2,707.066131
-1,2,707.067933
-1,2,707.069836
-1,2,707.071618
0,1,707.073003
0,1,707.074324
-1,2,707.07761
-1,2,707.079757
-1,2,707.081514
-1,2,707.083344
-1,2,707.085282
-1,2,707.087047
-1,2,707.088924
-1,2,707.091404
-1,2,707.094534
-1,2,707.096577
0,1,707.097559
-2,3,707.10025
-2,3,707.103184
-1,2,707.104976
-1,2,707.107427
0,1,707.109402
-1,2,707.112158
0,1,707.113148
-3,4,707.116684
-1,2,707.118531
0,1,707.119447
-1,2,707.1212
0,1,707.1222
-1,2,707.12421
-1,2,707.127187
-2,3,707.129939
-1,2,707.13174
-1,2,707.133766
-1,2,707.135574
-2,3,707.138218
0,1,707.140439
0,1,707.143115
-1,2,707.145312
-1,2,707.147105
-2,3,707.150093
0,1,707.151039
-2,3,707.153671
-1,2,707.155676
-1,2,707.158739
-1,2,707.161673
-1,2,707.1636
-1,2,707.165632
-1,2,707.167466
-1,2,707.169234
0,1,707.170156
0,1,707.171108
-2,3,707.174329
0,1,707.176231
-2,3,707.179092
-1,2,707.180902
-1,2,707.182902
-2,3,707.185496
-1,2,707.187316
-1,2,707.18945
-1,2,707.191669
-1,2,707.193797
-1,2,707.195575
-2,3,707.19852
-2,3,707.201154
-1,2,707.202921
-2,3,707.205641
-1,2,707.207526
-1,2,707.210321
-1,2,707.212188
-1,2,707.214191
0,1,707.215171
-1,2,707.216978
-1,2,707.218762
0,1,707.219695
0,1,707.220627
-2,3,707.223423
-1,2,707.225423
-1,2,707.227229
-1,2,707.229006
0,1,707.230258
-1,2,707.232057
-1,2,707.23383
0,1,707.234758
0,1,707.235682
-1,2,707.237445
-2,3,707.240284
-4,5,707.244576
-2,3,707.2475
-2,3,707.250111
-1,2,707.251882
-1,2,707.253649
-3,4,707.257189
-1,2,707.258951
-1,2,707.260702
0,1,707.261619
-1,2,707.263602
-1,2,707.265389
0,1,707.266329
-1,2,707.268106
0,1,707.269035
-1,2,707.270877
-1,2,707.272652
-1,2,707.274423
-1,2,707.276194
-1,2,707.277982
-1,2,707.279819
-1,2,707.281596
-1,2,707.28336
-2,3,708.934769
0,1,708.935726
-2,3,708.938405
0,1,708.939316
-3,4,708.942691
-2,3,708.945404
0,1,708.94631
-1,2,708.948015
-1,2,708.949841
-1,2,708.951566
-1,2,708.953366
-2,3,708.955902
-1,2,708.957613
-1,2,708.959322
0,1,708.960213
-1,2,708.962069
-1,2,708.963788
-1,2,708.965504
0,1,708.966405
0,1,708.967304
-1,2,708.96908
-1,2,708.970856
-1,2,708.972569
-2,3,708.975094
-1,2,708.976992
-2,3,708.979536
-1,2,708.981253
-2,3,708.983778
-2,3,708.986452
0,1,708.987354
-1,2,708.989065
-1,2,708.990769
-1,2,708.992545
-1,2,708.994374
-2,3,708.996918
-1,2,708.998624
-1,2,709.000493
-1,2,709.002382
-1,2,709.004109
-1,2,709.005912
0,1,709.006812
0,1,709.007709
-2,3,709.010423
-1,2,709.012141
-3,4,709.015484
-1,2,709.017286
0,1,709.018179
0,1,709.019072
-2,3,709.021572
-1,2,709.023262
0,1,709.024144
0,1,709.025147
-1,2,709.026872
-1,2,709.028582
-1,2,709.030289
-1,2,709.031999
0,1,709.032951
-1,2,709.034669
-1,2,709.036413
-1,2,709.038124
-1,2,709.039833
-1,2,709.041616
0,1,709.04251
0,1,709.043413
-1,2,709.045125
0,1,709.046024
0,1,709.046917
-2,3,709.049504
0,1,709.050401
-2,3,709.052938
-1,2,709.054647
-1,2,709.056354
-1,2,709.058171
-1,2,709.05989
-2,3,709.062411
-1,2,709.064119
-1,2,709.065968
-1,2,709.067669
-1,2,709.069385
-2,3,709.072216
-1,2,709.074223
0,1,709.075239
-4,5,709.079489
-1,2,709.081402
-2,3,709.084054
-2,3,709.086847
0,1,709.087779
-1,2,709.089629
-1,2,709.091478
0,1,709.092388
-1,2,709.094139
-2,3,709.096717
0,1,709.097756
-2,3,709.100305
-3,4,709.104605
-1,2,709.107199
-1,2,709.109089
-1,2,709.110877
0,1,709.111809
-2,3,709.114594
-1,2,709.116336
0,1,709.11724
-1,2,709.11897
0,1,709.119877
-1,2,709.122309
0,1,709.123273
-1,2,709.125063
-1,2,709.1268
-1,2,709.128521
-2,3,709.131287
-1,2,709.133008
-1,2,709.134726
-1,2,709.136446
-2,3,709.139353
-1,2,709.141256
-1,2,709.143004
-1,2,709.144712
-1,2,709.146534
-1,2,709.148235
-1,2,709.149923
-2,3,709.152478
-1,2,709.154313
-1,2,709.156354
-3,4,709.160558
-2,3,709.163257
0,1,709.164172
0,1,709.165082
-1,2,709.1668
-1,2,709.168517
-1,2,709.170608
-1,2,709.172472
-1,2,709.17446
-1,2,709.176209
-2,3,709.178888
-1,2,709.180587
-1,2,709.182344
0,1,709.18324
-3,4,709.186643
-2,3,709.189269
0,1,709.190381
0,1,709.191356
-1,2,709.193167
-1,2,709.195192
-2,3,709.197775
-1,2,709.1995
0,1,709.200401
-1,2,709.202293
-1,2,709.204027
-1,2,709.205764
-1,2,709.207846
-1,2,709.209887
-2,3,709.212552
-1,2,709.214266
0,1,709.21516
-1,2,709.216875
-1,2,709.218683
-1,2,709.220379
0,1,709.221263
-1,2,709.222949
-1,2,709.224638
-1,2,709.226538
-1,2,709.228305
-2,3,709.230825
-1,2,709.232529
-1,2,709.23443
-1,2,709.236154
-1,2,709.237914
-1,2,709.239622
-1,2,709.241325
-1,2,709.243216
-2,3,709.245737
-1,2,709.247443
0,1,709.248341
-1,2,709.250085
0,1,709.251121
-1,2,709.252842
-1,2,709.254546
-1,2,709.25625
-3,4,709.25975
-1,2,709.261461
-2,3,709.263973
-2,3,709.266634
0,1,709.26754
0,1,709.268434
-1,2,709.270132
-1,2,709.271832
-1,2,709.273617
-2,3,709.276321
-1,2,709.278038
-1,2,709.279738
-1,2,709.281439
0,1,709.282348
-1,2,709.284229
0,1,709.285126
-1,2,709.286829
-1,2,709.288529
-2,3,709.29121
-1,2,709.292929
0,1,709.293819
-2,3,709.296337
-1,2,709.29804
-1,2,709.299849
0,1,709.300741
-2,3,709.303254
-2,3,709.305759
-1,2,709.307842
-1,2,709.309598
0,1,709.310497
-1,2,709.312203
-1,2,709.313913
-1,2,709.315732
-1,2,709.317433
-2,3,709.319948
-3,4,709.323441
-1,2,709.325161
-1,2,709.326865
-1,2,709.328563
-1,2,709.33026
-2,3,709.332994
-1,2,709.3347
-1,2,709.3364
-1,2,709.338095
0,1,709.339296
-2,3,709.341942
-1,2,709.343662
0,1,709.344561
-1,2,709.346267
-1,2,709.348777
-2,3,709.351584
-1,2,709.353304
0,1,709.354195
-1,2,709.356064
-1,2,709.357781
-1,2,709.359488
-1,2,709.361197
0,1,709.362093
-1,2,709.364215
-1,2,709.365966
-1,2,709.367664
-1,2,709.369356
-1,2,709.371348
0,1,709.372264
-1,2,709.373988
-1,2,709.3757
-1,2,709.377402
0,1,709.378293
-1,2,709.380173
-2,3,709.382704
-1,2,709.384403
-1,2,709.386101
0,1,709.387176
-1,2,709.388911
-1,2,709.390622
0,1,709.391512
-2,3,709.394027
-1,2,709.396327
-1,2,709.398055
-1,2,709.399769
0,1,709.400664
-1,2,709.402365
0,1,709.403421
-2,3,709.405958
0,1,709.40685
-2,3,709.409371
-2,3,709.412103
-1,2,709.413814
-1,2,709.415521
-1,2,709.417221
-1,2,709.418945
-2,3,709.421709
-1,2,709.423437
-1,2,709.425158
-1,2,709.426873
-1,2,709.428833
-2,3,709.431371
-1,2,709.433083
-1,2,709.434781
-2,3,709.437624
-2,3,709.440166
0,1,709.441061
0,1,709.441959
-1,2,709.443833
-1,2,709.445559
0,1,709.446457
-1,2,709.44818
-2,3,709.450702
-1,2,709.452729
-1,2,709.454481
-1,2,709.456198
-1,2,709.457909
-1,2,709.459754
-1,2,709.461481
-2,3,709.464004
-1,2,709.465715
-3,4,709.469398
-3,4,709.472768
0,1,709.473666
-1,2,709.475516
0,1,709.476457
0,1,709.477354
-1,2,709.479057
0,1,709.479942
-1,2,709.481634
-1,2,709.483432
-2,3,709.48612
-1,2,709.487832
-1,2,709.489535
-1,2,709.491252
-1,2,709.493028
-1,2,709.494718
-2,3,709.4972
-1,2,709.498879
0,1,709.49991
-1,2,709.501626
-2,3,709.504137
-1,2,709.505836
-1,2,709.507578
-1,2,709.509439
0,1,709.510332
-1,2,709.512037
0,1,709.512926
-1,2,709.514628
0,1,709.515649
-1,2,709.517371
-1,2,709.519223
-1,2,709.520944
-2,3,709.523531
-1,2,709.525251
0,1,709.526146
-1,2,709.527868
-1,2,709.529578
-1,2,709.531289
-1,2,709.533267
-2,3,709.535811
-1,2,709.537517
-1,2,709.53924
-3,4,709.542733
-1,2,709.544443
0,1,709.545333
0,1,709.546221
-1,2,709.548118
0,1,709.549023
-1,2,709.550732
-1,2,709.552432
-1,2,709.554134
-1,2,709.555941
0,1,709.556834
-1,2,709.558551
-1,2,709.560252
-1,2,709.561951
-1,2,709.563669
-1,2,709.565579
-1,2,709.567318
0,1,709.568217
0,1,709.569116
-1,2,709.570832
-1,2,709.572765
-1,2,709.574508
-2,3,709.577029
-2,3,709.579541
-1,2,709.581484
0,1,709.58238
0,1,709.583268
0,1,709.584155
-1,2,709.586125
-1,2,709.587846
0,1,709.588816
0,1,709.589716
0,1,709.590696
-2,3,709.593239
0,1,709.594134
-1,2,709.595956
-1,2,709.597958
-1,2,709.599676
-1,2,709.601462
-1,2,709.603165
-2,3,709.605853
-1,2,709.60755
-1,2,709.609242
-1,2,709.610997
-2,3,709.613732
-1,2,709.615444
-1,2,709.617149
0,1,709.61804
0,1,709.61893
-1,2,709.620799
-1,2,709.622513
-1,2,709.624214
0,1,709.625104
0,1,709.625992
-1,2,709.627725
-1,2,709.629512
-1,2,709.631282
-1,2,709.632978
-1,2,709.634665
-1,2,709.636556
-1,2,709.638271
0,1,709.639163
-1,2,709.640871
-1,2,709.642571
-1,2,709.644558
-1,2,709.646307
-1,2,709.648022
-1,2,709.649728
-1,2,709.651431
-1,2,709.653248
-1,2,709.655001
-2,3,709.657508
-1,2,709.659212
-1,2,709.66111
-1,2,709.662808
-1,2,709.664573
-2,3,709.667082
-1,2,709.668962
-1,2,709.670677
-1,2,709.672379
0,1,709.673274
-3,4,709.67681
-3,4,709.680163
-2,3,709.682672
-1,2,709.684561
-1,2,709.686287
-2,3,709.689089
-1,2,709.690809
-1,2,709.692594
-2,3,709.695134
-1,2,709.69685
0,1,709.697746
-1,2,709.699457
0,1,709.70035
-1,2,709.702265
-2,3,709.704785
-1,2,709.706483
-1,2,709.708181
-2,3,709.711103
-2,3,709.713659
-1,2,709.715376
0,1,709.716273
-1,2,709.718065
-1,2,709.719787
-1,2,709.721508
-1,2,709.72322
0,1,709.724134
0,1,709.725114
-1,2,709.726835
-1,2,709.728554
-2,3,709.731078
0,1,709.73197
-1,2,709.733781
-1,2,709.735496
0,1,709.736388
-1,2,709.738098
-1,2,709.739806
-1,2,709.741677
-1,2,709.743501
-2,3,709.746293
-2,3,709.748912
0,1,709.749809
0,1,709.750703
-1,2,709.752406
-1,2,709.754111
-1,2,709.755808
-1,2,709.757707
-1,2,709.75942
-3,4,709.762742
-1,2,709.764462
-1,2,709.766331
0,1,709.767232
0,1,709.768121
-1,2,709.769824
-2,3,709.772352
-1,2,709.774201
-1,2,709.775904
-1,2,709.777604
-1,2,709.779363
-1,2,709.781257
-1,2,709.782988
-1,2,709.784701
-2,3,709.787212
-1,2,709.789029
-2,3,709.791624
-2,3,709.794141
-1,2,709.795851
-1,2,709.797657
-1,2,709.799459
-2,3,709.801998
0,1,709.802892
0,1,709.803784
-1,2,709.805578
-2,3,709.808094
-2,3,709.81061
-1,2,709.812457
-1,2,709.814389
-1,2,709.816088
0,1,709.816975
-1,2,709.81867
-2,3,709.821432
-2,3,709.823989
-1,2,709.825698
-1,2,709.82741
-1,2,709.829219
-2,3,709.831756
0,1,709.83265
-2,3,709.835171
-1,2,709.836876
0,1,709.837849
-1,2,709.839562
-1,2,709.841272
-4,5,709.84561
-1,2,709.847448
-2,3,709.849981
-1,2,709.851687
-1,2,709.853651
0,1,709.854569
-1,2,709.856281
0,1,709.857173
-1,2,709.858887
0,1,709.859778
-2,3,709.862593
-1,2,709.864314
-1,2,709.866017
-1,2,709.86772
-1,2,709.869573
-1,2,709.871293
-2,3,709.873806
-1,2,709.875515
-1,2,709.877339
0,1,709.878242
0,1,709.879131
-1,2,709.880885
-1,2,709.882586
-1,2,709.884284
-1,2,709.886155
-1,2,709.887862
-1,2,709.889576
0,1,709.890466
0,1,709.891357
-1,2,709.89321
0,1,709.894218
-2,3,709.896743
-1,2,709.898443
-1,2,709.900141
-1,2,709.902012
-1,2,709.903822
0,1,709.904731
0,1,709.905631
0,1,709.906529
-1,2,709.908234
-1,2,709.910113
-2,3,709.912678
-1,2,709.914578
0,1,709.915469
-1,2,709.917171
-1,2,709.919098
0,1,709.920003
-1,2,709.921712
-1,2,709.923545
-1,2,709.925512
-1,2,709.927242
-1,2,709.92958
-1,2,709.931271
-1,2,709.932931
-2,3,709.935587
0,1,709.936449
-1,2,709.938082
-1,2,709.939715
-2,3,709.942322
-1,2,709.943993
-1,2,709.945645
0,1,709.946513
0,1,709.947375
-1,2,709.949028
-2,3,709.951559
-1,2,709.953192
-1,2,709.954824
0,1,709.955678
-1,2,709.957389
-2,3,709.959939
-3,4,709.963168
-2,3,709.965614
0,1,709.966541
-1,2,709.968194
-1,2,709.96985
0,1,709.970715
0,1,709.971583
-1,2,709.973233
0,1,709.974497
-1,2,709.976219
-1,2,709.977888
0,1,709.978756
-1,2,709.980414
-1,2,709.982278
0,1,709.983162
-1,2,709.984807
0,1,709.985669
-1,2,709.987299
0,1,709.988149
-1,2,709.990255
-2,3,709.99324
-1,2,709.99506
-2,3,709.997478
0,1,709.998519
-1,2,710.000189
-1,2,710.001856
0,1,710.002726
-1,2,710.004389
-1,2,710.006192
-1,2,710.008052
0,1,710.009694
-1,2,710.011678
-2,3,710.014312
0,1,710.015207
-1,2,710.016889
-1,2,710.01856
-1,2,710.020223
0,1,710.021089
-1,2,710.023187
0,1,710.024464
-1,2,710.026695
-1,2,710.028365
-2,3,710.031035
-1,2,710.032699
-1,2,710.034348
-1,2,710.035996
-1,2,710.037639
-1,2,710.039444
-1,2,710.041127
-2,3,710.044974
-1,2,710.046983
-3,4,710.050285
-1,2,710.051926
-1,2,710.053655
-1,2,710.055506
-1,2,710.057279
-1,2,710.058963
-1,2,710.060621
0,1,710.061486
-1,2,710.063236
-1,2,710.064893
-1,2,710.066545
-2,3,710.068982
-1,2,710.07109
-1,2,710.073319
-1,2,710.076153
-2,3,710.079289
-1,2,710.081025
-1,2,710.082717
-1,2,710.08439
-2,3,710.087342
-1,2,710.089297
-1,2,710.091665
-1,2,710.094395
-1,2,710.096219
-2,3,710.098833
-2,3,710.10133
0,1,710.102279
-1,2,710.104506
0,1,710.107036
-1,2,710.110829
-2,3,710.114345
0,1,710.115371
0,1,710.116287
0,1,710.117184
0,1,710.118101
-2,3,710.121055
-1,2,710.122786
-1,2,710.124553
-3,4,710.130145
0,1,710.131041
-1,2,710.132681
-1,2,710.134533
-1,2,710.136613
-2,3,710.139139
-1,2,710.140891
0,1,710.143209
-4,5,710.148114
-2,3,710.150863
-2,3,710.153728
-1,2,710.155496
-2,3,710.159556
-1,2,710.162458
-2,3,710.164966
0,1,710.165897
0,1,710.166998
-1,2,710.16868
-1,2,710.170343
-1,2,710.172002
0,1,710.172867
-2,3,710.177226
-1,2,710.179627
-3,4,710.183511
0,1,710.184471
-1,2,710.186208
-1,2,710.187891
-1,2,710.18957
-1,2,710.19253
-1,2,710.195122
-1,2,710.197144
0,1,710.198023
-1,2,710.200152
-1,2,710.201905
-1,2,710.203599
-1,2,710.20528
-1,2,710.207573
-1,2,710.210369
-2,3,710.213498
0,1,710.214736
-1,2,710.216566
-1,2,710.218247
-1,2,710.219918
-1,2,710.221588
-2,3,710.224596
0,1,710.226573
-1,2,710.228971
0,1,710.229869
-1,2,710.232105
-1,2,710.23391
-1,2,710.235572
-2,3,710.238003
0,1,710.239206
0,1,710.240358
-1,2,710.243185
0,1,710.244671
0,1,710.24572
-1,2,710.248102
-1,2,710.249963
-1,2,710.251635
-1,2,710.253292
-2,3,710.256246
-1,2,710.258659
-2,3,710.262626
-1,2,710.265135
-1,2,710.266856
0,1,710.267739
-2,3,710.270195
-1,2,710.272278
-1,2,710.274188
-1,2,710.276993
-1,2,710.279833
-1,2,710.281648
-2,3,710.284068
-1,2,710.285763
-1,2,710.287893
-1,2,710.289708
-1,2,710.292509
-1,2,710.295406
0,1,710.296909
-1,2,710.298666
-1,2,710.300306
-1,2,710.301938
-1,2,710.304191
-1,2,710.30597
-1,2,710.307877
-1,2,710.31206
-1,2,710.313824
-1,2,710.315463
-1,2,710.317122
-1,2,710.319174
-1,2,710.32111
-1,2,710.322771
0,1,710.323685
-1,2,710.326699
-2,3,710.330199
-1,2,710.331969
-1,2,710.333671
-1,2,710.335735
-1,2,710.337629
-1,2,710.339304
-1,2,710.341132
-1,2,710.345186
0,1,710.346262
-1,2,710.34807
0,1,710.349043
-1,2,710.351266
-1,2,710.353442
-2,3,710.355972
-1,2,710.357964
0,1,710.36055
-1,2,710.362887
-1,2,710.364563
0,1,710.365421
0,1,710.366274
-1,2,710.368484
0,1,710.36943
-1,2,710.37114
-1,2,710.372819
-1,2,710.374812
-1,2,710.378287
0,1,710.379369
-1,2,710.381023
-4,5,710.385388
-1,2,710.387054
0,1,710.387933
-2,3,710.390821
0,1,710.393284
-1,2,710.396074
-3,4,710.399691
-2,3,710.402367
0,1,710.403267
0,1,710.404143
-1,2,710.4058
-1,2,710.407915
-2,3,710.412415
-1,2,710.414204
0,1,710.415262
-1,2,710.417033
-1,2,710.418694
0,1,710.419559
-1,2,710.421216
0,1,710.422087
-1,2,710.424265
-1,2,710.427107
0,1,710.428454
-1,2,710.430301
-1,2,710.43215
0,1,710.433022
-2,3,710.435512
0,1,710.436372
-2,3,710.438817
-1,2,710.440869
-1,2,710.443345
-1,2,710.445055
-1,2,710.44673
-1,2,710.448906
-2,3,710.451802
-2,3,710.454258
-1,2,710.456478
-1,2,710.459169
-1,2,710.461806
0,1,710.462744
-2,3,710.465337
-1,2,710.46697
-1,2,710.468679
-1,2,710.470324
0,1,710.471205
0,1,710.472252
0,1,710.473121
-1,2,710.475284
-1,2,710.477498
-1,2,710.479255
-1,2,710.481489
-1,2,710.483161
-1,2,710.484801
-1,2,710.486435
-1,2,710.48831
-1,2,710.489971
-2,3,710.492518
-1,2,710.494259
0,1,710.495226
-4,5,710.499528
-1,2,710.501206
-1,2,710.502863
-1,2,710.504986
-2,3,710.508803
0,1,710.510168
-1,2,710.512039
-1,2,710.513815
0,1,710.514695
-1,2,710.516353
-1,2,710.51801
0,1,710.518873
0,1,710.51985
-2,3,710.522297
-1,2,710.524076
0,1,710.52495
-2,3,710.527513
0,1,710.528555
-1,2,710.530235
-1,2,710.531882
0,1,710.532742
-2,3,710.535184
-2,3,710.537787
-2,3,710.540214
-1,2,710.541871
-1,2,710.543536
0,1,710.544591
0,1,710.545481
-1,2,710.547153
-1,2,710.548808
0,1,710.549671
-1,2,710.551325
-1,2,710.55316
-1,2,710.554821
-2,3,710.557269
-1,2,710.558922
0,1,710.559864
-1,2,710.561523
-1,2,710.563179
-1,2,710.564829
-1,2,710.566475
-1,2,710.568324
-2,3,710.570763
-1,2,710.572394
-1,2,710.574028
-2,3,710.576747
-2,3,710.579206
-1,2,710.58085
-1,2,710.582492
-1,2,710.584516
-1,2,710.586167
-1,2,710.587802
-1,2,710.589434
-1,2,710.591066
-1,2,710.592953
-1,2,710.594629
-2,3,710.597061
-1,2,710.598706
-1,2,710.60053
-1,2,710.602195
-1,2,710.603844
-1,2,710.605487
-1,2,710.607135
-2,3,710.609793
-2,3,710.612316
-1,2,710.613986
0,1,710.614857
-1,2,710.616595
-1,2,710.618226
-1,2,710.6199
-1,2,710.621548
-1,2,710.623187
-1,2,710.62493
0,1,710.625793
0,1,710.626646
-1,2,710.628284
-1,2,710.629932
-1,2,710.631593
0,1,710.632526
0,1,710.633386
-1,2,710.635027
-1,2,710.636674
-1,2,710.638311
-1,2,710.640034
0,1,710.640898
-2,3,710.643329
-1,2,710.644965
0,1,710.64582
0,1,710.646675
-1,2,710.648498
-1,2,710.650146
-2,3,710.652562
-1,2,710.654202
-2,3,710.656694
-3,4,710.660024
0,1,710.660888
-1,2,710.662537
-1,2,710.664277
0,1,710.665134
-1,2,710.666765
-1,2,710.668458
-1,2,710.6701
0,1,710.670956
0,1,710.671832
-1,2,710.673665
0,1,710.674549
-1,2,710.676191
-2,3,710.67862
-1,2,710.680401
-1,2,710.68206
-3,4,710.685237
-2,3,710.687639
-1,2,710.689438
-1,2,710.69109
-1,2,710.692727
0,1,710.693587
-1,2,710.695229
-1,2,710.697042
-1,2,710.698698
-1,2,710.700338
0,1,710.701196
-1,2,710.702837
-1,2,710.704659
-1,2,710.706333
0,1,710.707195
0,1,710.708055
-1,2,710.709701
-1,2,710.711338
0,1,710.712243
0,1,710.713152
-2,3,710.715574
-1,2,710.717219
-1,2,710.718852
-2,3,710.721363
0,1,710.722216
-1,2,710.723857
0,1,710.724715
-1,2,710.726347
-1,2,710.728001
-2,3,710.730615
0,1,710.731477
0,1,710.732336
-1,2,710.733977
-1,2,710.735615
-1,2,710.73758
-1,2,710.739252
0,1,710.740119
0,1,710.740985
-1,2,710.742636
-1,2,710.744296
-3,4,710.74766
-1,2,710.749308
0,1,710.750166
-2,3,710.75283
-1,2,710.754525
-1,2,710.75622
-2,3,710.758638
0,1,710.759496
-1,2,710.761247
-1,2,710.762889
-1,2,710.764537
-2,3,710.766963
-1,2,710.768699
0,1,710.769562
0,1,710.770423
-2,3,710.772844
0,1,710.773752
-2,3,710.776283
0,1,710.777232
-1,2,710.778962
-3,4,710.782195
-4,5,710.786398
-2,3,710.788901
-1,2,710.790536
-1,2,710.792213
-2,3,712.269503
-1,2,712.271585
-1,2,712.273324
0,1,712.274226
0,1,712.275175
0,1,712.276074
-1,2,712.27787
-2,3,712.280378
0,1,712.281262
-1,2,712.282951
-1,2,712.284634
-1,2,712.28647
0,1,712.287362
-1,2,712.289071
-2,3,712.291577
-2,3,712.294227
-2,3,712.29674
-2,3,712.299246
-1,2,712.300946
0,1,712.301921
-2,3,712.304522
-1,2,712.306246
-2,3,712.308776
-3,4,712.312843
0,1,712.313856
-1,2,712.315599
0,1,712.316496
-1,2,712.318207
-1,2,712.319904
-1,2,712.3216
-2,3,712.324127
-1,2,712.32721
-1,2,712.32919
0,1,712.330137
-1,2,712.331901
-2,3,712.334464
-1,2,712.336187
-1,2,712.337904
-1,2,712.339625
-1,2,712.341413
-1,2,712.343487
-1,2,712.345262
0,1,712.346166
-1,2,712.347871
0,1,712.348761
-2,3,712.351337
-3,4,712.354992
-2,3,712.357721
-1,2,712.359582
-1,2,712.36152
-1,2,712.363262
0,1,712.364164
-1,2,712.365878
0,1,712.366775
-2,3,712.369303
-1,2,712.371013
-1,2,712.372733
0,1,712.373626
-1,2,712.375425
-1,2,712.377332
0,1,712.378247
-1,2,712.379946
-1,2,712.38164
-1,2,712.383325
-1,2,712.385016
-1,2,712.386804
-1,2,712.388504
0,1,712.389396
-2,3,712.39221
-2,3,712.395002
0,1,712.3959
-2,3,712.398488
-1,2,712.400194
-1,2,712.40189
-2,3,712.404395
-1,2,712.406093
-1,2,712.408041
-1,2,712.410019
-3,4,712.413402
-3,4,712.416698
-2,3,712.419276
-1,2,712.420984
0,1,712.421877
-1,2,712.423583
-1,2,712.425365
-2,3,712.428148
0,1,712.429058
-1,2,712.430774
-1,2,712.432476
-1,2,712.43418
-2,3,712.436694
-1,2,712.438401
